image_name	things_image_nr	image_category	things_category_nr	face	body	lone_object	human_face	human_body	nh_mammal_face	nh_mammal_body	central_face	central_body	artificial_face	artificial_body	scene	rich_background
crystal1_06s	6574	crystal1	455	0	0	1	0	0	0	0	0	0	0	0	0	0
cucumber_01b	6622	cucumber	458	0	0	0	0	0	0	0	0	0	0	0	0	0
cucumber_02s	6623	cucumber	458	0	0	0	0	0	0	0	0	0	0	0	0	0
cucumber_03s	6624	cucumber	458	0	0	0	0	0	0	0	0	0	0	0	0	0
cucumber_04s	6625	cucumber	458	0	0	0	0	0	0	0	0	0	0	0	0	0
cucumber_05s	6626	cucumber	458	0	0	0	0	0	0	0	0	0	0	0	0	0
cucumber_06s	6627	cucumber	458	0	0	0	0	0	0	0	0	0	0	0	0	0
cufflink_01b	6638	cufflink	459	0	0	1	0	0	0	0	0	0	0	0	0	0
cufflink_02s	6639	cufflink	459	0	1	0	0	1	0	0	0	1	0	0	0	0
cufflink_03s	6640	cufflink	459	0	1	0	0	1	0	0	0	1	0	0	0	0
cufflink_04s	6641	cufflink	459	0	1	0	0	1	0	0	0	1	0	0	0	0
cufflink_05s	6642	cufflink	459	0	1	0	0	1	0	0	0	1	0	0	0	0
cufflink_06s	6643	cufflink	459	0	1	0	0	1	0	0	0	1	0	0	0	0
cup_01s	6673	cup	461	0	0	1	0	0	0	0	0	0	0	0	0	0
cup_02s	6674	cup	461	0	0	0	0	0	0	0	0	0	0	0	0	1
cup_03s	6675	cup	461	0	0	0	0	0	0	0	0	0	0	0	0	0
cup_04s	6676	cup	461	0	0	0	0	0	0	0	0	0	0	0	0	0
cup_05s	6677	cup	461	0	0	1	0	0	0	0	0	0	0	0	0	0
cup_06s	6678	cup	461	0	0	0	0	0	0	0	0	0	0	0	0	1
cupcake_01b	6688	cupcake	462	0	0	0	0	0	0	0	0	0	0	0	0	0
cupcake_02s	6689	cupcake	462	0	0	1	0	0	0	0	0	0	0	0	0	0
cupcake_03s	6690	cupcake	462	0	0	0	0	0	0	0	0	0	0	0	1	0
cupcake_04s	6691	cupcake	462	0	0	0	0	0	0	0	0	0	0	0	0	0
cupcake_05s	6692	cupcake	462	0	0	0	0	0	0	0	0	0	0	0	0	0
cupcake_06s	6693	cupcake	462	0	1	0	0	1	0	0	0	1	0	0	0	0
curtain_01b	6755	curtain	466	0	0	0	0	0	0	0	0	0	0	0	0	1
curtain_02n	6756	curtain	466	0	0	0	0	0	0	0	0	0	0	0	0	1
curtain_03s	6757	curtain	466	0	0	0	0	0	0	0	0	0	0	0	1	0
curtain_04s	6758	curtain	466	0	0	0	0	0	0	0	0	0	0	0	0	1
curtain_05s	6759	curtain	466	0	0	0	0	0	0	0	0	0	0	0	0	1
curtain_06s	6760	curtain	466	0	0	0	0	0	0	0	0	0	0	0	1	0
cymbal_01b	6791	cymbal	469	0	0	0	0	0	0	0	0	0	0	0	0	0
cymbal_02s	6792	cymbal	469	0	0	0	0	0	0	0	0	0	0	0	1	0
cymbal_03s	6793	cymbal	469	0	0	0	0	0	0	0	0	0	0	0	1	0
cymbal_04s	6794	cymbal	469	0	1	0	0	1	0	0	0	1	0	0	1	0
cymbal_05s	6795	cymbal	469	0	0	0	0	0	0	0	0	0	0	0	0	0
cymbal_06s	6796	cymbal	469	0	0	1	0	0	0	0	0	0	0	0	0	0
dashboard_01b	6884	dashboard	476	0	0	0	0	0	0	0	0	0	0	0	0	0
dashboard_02s	6885	dashboard	476	0	0	0	0	0	0	0	0	0	0	0	0	0
dashboard_03s	6886	dashboard	476	0	0	0	0	0	0	0	0	0	0	0	1	0
dashboard_04s	6887	dashboard	476	0	0	0	0	0	0	0	0	0	0	0	0	0
dashboard_05s	6888	dashboard	476	0	0	0	0	0	0	0	0	0	0	0	0	0
dashboard_06s	6889	dashboard	476	0	0	0	0	0	0	0	0	0	0	0	0	0
deer_01b	6897	deer	477	1	1	0	0	0	1	1	1	1	0	0	1	0
deer_02s	6898	deer	477	1	1	0	0	0	1	1	1	1	0	0	0	1
deer_03s	6899	deer	477	1	1	0	0	0	1	1	1	1	0	0	1	0
deer_04s	6900	deer	477	1	1	0	0	0	1	1	1	1	0	0	1	0
deer_05s	6901	deer	477	1	1	0	0	0	1	1	1	1	0	0	0	1
deer_06s	6902	deer	477	1	1	0	0	0	1	1	1	1	0	0	0	1
defibrillator_01b	6911	defibrillator	478	0	0	0	0	0	0	0	0	0	0	0	0	0
defibrillator_02s	6912	defibrillator	478	0	1	0	0	1	0	0	0	1	0	0	0	1
defibrillator_03s	6913	defibrillator	478	0	1	0	0	1	0	0	0	0	0	0	0	1
defibrillator_04s	6914	defibrillator	478	0	0	0	0	0	0	0	0	0	0	0	0	0
defibrillator_05s	6915	defibrillator	478	0	0	0	0	0	0	0	0	0	0	0	0	1
defibrillator_06s	6916	defibrillator	478	0	0	1	0	0	0	0	0	0	0	0	0	0
desk_01b	6951	desk	481	0	0	0	0	0	0	0	0	0	0	0	1	0
desk_02s	6952	desk	481	0	0	0	0	0	0	0	0	0	0	0	1	0
desk_03s	6953	desk	481	0	0	0	0	0	0	0	0	0	0	0	1	0
desk_04s	6954	desk	481	0	0	0	0	0	0	0	0	0	0	0	1	0
desk_05s	6955	desk	481	0	0	0	0	0	0	0	0	0	0	0	1	0
desk_06s	6956	desk	481	0	0	0	0	0	0	0	0	0	0	0	1	0
diaper_01b	7027	diaper	486	0	0	0	0	0	0	0	0	0	0	0	0	0
diaper_02s	7028	diaper	486	0	0	1	0	0	0	0	0	0	0	0	0	0
diaper_03s	7029	diaper	486	0	1	0	0	1	0	0	0	1	0	0	0	1
diaper_04s	7030	diaper	486	0	0	0	0	0	0	0	0	0	0	0	0	0
diaper_05s	7031	diaper	486	0	1	0	0	1	0	0	0	1	0	0	0	1
diaper_06s	7032	diaper	486	0	1	0	0	1	0	0	0	1	0	0	0	1
dice_01s	7039	dice	487	0	0	0	0	0	0	0	0	0	0	0	0	0
dice_02s	7040	dice	487	0	0	1	0	0	0	0	0	0	0	0	0	0
dice_03s	7041	dice	487	0	0	1	0	0	0	0	0	0	0	0	0	0
dice_04s	7042	dice	487	0	0	0	0	0	0	0	0	0	0	0	0	0
dice_05s	7043	dice	487	0	0	1	0	0	0	0	0	0	0	0	0	0
dice_06s	7044	dice	487	0	0	0	0	0	0	0	0	0	0	0	0	0
dish_01b	7080	dish	490	0	0	0	0	0	0	0	0	0	0	0	1	0
dish_02s	7081	dish	490	0	0	0	0	0	0	0	0	0	0	0	1	0
dish_03s	7082	dish	490	0	0	0	0	0	0	0	0	0	0	0	0	1
dish_04s	7083	dish	490	0	0	0	0	0	0	0	0	0	0	0	0	0
dish_05s	7084	dish	490	0	0	0	0	0	0	0	0	0	0	0	0	1
dish_06s	7085	dish	490	0	0	0	0	0	0	0	0	0	0	0	0	1
dishrag_01b	7101	dishrag	491	0	0	0	0	0	0	0	0	0	0	0	0	0
dishrag_02s	7102	dishrag	491	0	0	1	0	0	0	0	0	0	0	0	0	0
dishrag_03s	7103	dishrag	491	0	0	0	0	0	0	0	0	0	0	0	0	0
dishrag_04s	7104	dishrag	491	0	0	1	0	0	0	0	0	0	0	0	0	0
dishrag_05s	7105	dishrag	491	0	0	0	0	0	0	0	0	0	0	0	0	0
dishrag_06s	7106	dishrag	491	0	0	1	0	0	0	0	0	0	0	0	0	0
dishwasher_01b	7113	dishwasher	492	0	0	0	0	0	0	0	0	0	0	0	1	0
dishwasher_02s	7114	dishwasher	492	0	0	0	0	0	0	0	0	0	0	0	1	0
dishwasher_03s	7115	dishwasher	492	0	0	0	0	0	0	0	0	0	0	0	1	0
dishwasher_04s	7116	dishwasher	492	0	0	0	0	0	0	0	0	0	0	0	0	1
dishwasher_05s	7117	dishwasher	492	0	0	0	0	0	0	0	0	0	0	0	0	1
dishwasher_06s	7118	dishwasher	492	0	0	0	0	0	0	0	0	0	0	0	0	0
dog_01b	7164	dog	496	1	1	0	0	0	1	1	1	1	0	0	0	1
dog_02s	7165	dog	496	1	1	0	0	0	1	1	1	1	0	0	0	1
dog_03s	7166	dog	496	1	1	0	0	0	1	1	1	1	0	0	0	1
dog_04s	7167	dog	496	1	1	0	0	0	1	1	1	1	0	0	1	0
dog_05s	7168	dog	496	1	1	0	0	1	1	1	1	1	0	0	0	1
dog_06s	7169	dog	496	1	1	0	1	1	1	1	1	1	0	0	1	0
doll_01b	7219	doll	500	1	0	0	1	0	0	0	1	0	1	0	0	1
doll_02s	7220	doll	500	1	0	0	1	0	0	0	1	0	1	0	0	0
doll_03s	7221	doll	500	1	1	0	1	1	0	0	1	1	1	1	1	0
doll_04s	7222	doll	500	1	1	0	1	1	0	0	1	1	1	1	1	0
doll_05s	7223	doll	500	1	1	0	1	1	0	0	1	1	1	1	0	0
doll_06s	7224	doll	500	1	1	0	1	1	0	0	1	1	1	1	0	1
dollhouse_01b	7234	dollhouse	501	0	0	0	0	0	0	0	0	0	0	0	1	0
dollhouse_02s	7235	dollhouse	501	0	0	0	0	0	0	0	0	0	0	0	1	0
dollhouse_03s	7236	dollhouse	501	0	0	0	0	0	0	0	0	0	0	0	1	0
dollhouse_04s	7237	dollhouse	501	0	0	0	0	0	0	0	0	0	0	0	1	0
dollhouse_05s	7238	dollhouse	501	0	0	0	0	0	0	0	0	0	0	0	1	0
dollhouse_06s	7239	dollhouse	501	0	0	0	0	0	0	0	0	0	0	0	1	0
dolly_01s	7248	dolly	502	0	0	0	0	0	0	0	0	0	0	0	1	0
dolly_02s	7249	dolly	502	0	0	0	0	0	0	0	0	0	0	0	0	1
dolly_03s	7250	dolly	502	0	0	0	0	0	0	0	0	0	0	0	1	0
dolly_04s	7251	dolly	502	0	0	0	0	0	0	0	0	0	0	0	1	0
dolly_05s	7252	dolly	502	0	0	0	0	0	0	0	0	0	0	0	0	1
dolly_06s	7253	dolly	502	0	1	0	0	1	0	0	0	0	0	0	0	1
dolphin_01b	7261	dolphin	503	1	1	0	0	0	0	0	1	1	0	0	1	0
dolphin_02s	7262	dolphin	503	1	1	0	0	0	0	0	1	1	0	0	1	0
dolphin_03n	7263	dolphin	503	1	0	0	0	0	0	0	1	0	0	0	1	0
dolphin_04s	7264	dolphin	503	1	1	0	0	0	0	0	1	1	0	0	0	1
dolphin_05s	7265	dolphin	503	1	1	0	0	0	0	0	1	1	0	0	1	0
dolphin_06s	7266	dolphin	503	1	1	0	0	0	0	0	1	1	0	0	0	1
donkey_01b	7293	donkey	505	1	1	0	0	0	1	1	1	1	0	0	1	0
donkey_02n	7294	donkey	505	1	1	0	0	0	1	1	1	1	0	0	1	0
donkey_03s	7295	donkey	505	1	1	0	0	0	1	1	1	1	0	0	1	0
donkey_04s	7296	donkey	505	1	1	0	0	0	1	1	1	1	0	0	0	1
donkey_05n	7297	donkey	505	1	1	0	0	0	1	1	1	0	0	0	0	1
donkey_06s	7298	donkey	505	1	1	0	0	0	1	1	1	1	0	0	1	0
donut_01b	7310	donut	506	0	0	0	0	0	0	0	0	0	0	0	0	0
donut_02s	7311	donut	506	0	0	0	0	0	0	0	0	0	0	0	0	0
donut_03s	7312	donut	506	0	1	0	0	1	0	0	0	1	0	0	0	1
donut_04s	7313	donut	506	0	0	0	0	0	0	0	0	0	0	0	0	0
donut_05s	7314	donut	506	0	0	0	0	0	0	0	0	0	0	0	0	0
donut_06s	7315	donut	506	0	0	0	0	0	0	0	0	0	0	0	0	0
doormat_01b	7415	doormat	512	0	0	0	0	0	0	0	0	0	0	0	0	1
doormat_02s	7416	doormat	512	0	0	0	0	0	0	0	0	0	0	0	0	1
doormat_03s	7417	doormat	512	0	0	0	0	0	0	0	0	0	0	0	0	1
doormat_04s	7418	doormat	512	0	0	0	0	0	0	0	0	0	0	0	0	1
doormat_05s	7419	doormat	512	0	0	0	0	0	0	0	0	0	0	0	0	1
doormat_06s	7420	doormat	512	0	1	0	0	1	0	0	0	0	0	0	0	1
dough_01b	7446	dough	514	0	0	0	0	0	0	0	0	0	0	0	0	0
dough_02s	7447	dough	514	0	0	0	0	0	0	0	0	0	0	0	0	0
dough_03s	7448	dough	514	0	0	0	0	0	0	0	0	0	0	0	0	0
dough_04s	7449	dough	514	0	0	0	0	0	0	0	0	0	0	0	0	0
dough_05s	7450	dough	514	0	1	0	0	1	0	0	0	1	0	0	0	0
dough_06s	7451	dough	514	0	0	0	0	0	0	0	0	0	0	0	0	0
dragonfly_01b	7468	dragonfly	515	0	1	0	0	0	0	0	0	1	0	0	0	1
dragonfly_02s	7469	dragonfly	515	1	1	0	0	1	0	0	1	1	0	0	0	1
dragonfly_03s	7470	dragonfly	515	0	1	0	0	0	0	0	0	1	0	0	0	1
dragonfly_04s	7471	dragonfly	515	0	1	0	0	0	0	0	0	1	0	0	0	0
dragonfly_05n	7472	dragonfly	515	0	1	0	0	0	0	0	0	1	0	0	0	0
dragonfly_06s	7473	dragonfly	515	1	1	0	0	0	0	0	1	1	0	0	0	0
drain_01b	7484	drain	516	0	0	0	0	0	0	0	0	0	0	0	0	0
drain_02s	7485	drain	516	0	0	0	0	0	0	0	0	0	0	0	0	0
drain_03s	7486	drain	516	0	0	0	0	0	0	0	0	0	0	0	0	0
drain_04s	7487	drain	516	0	0	0	0	0	0	0	0	0	0	0	0	1
drain_05s	7488	drain	516	0	0	0	0	0	0	0	0	0	0	0	0	0
drain_06s	7489	drain	516	0	0	0	0	0	0	0	0	0	0	0	0	0
drawer_01b	7501	drawer	517	0	0	0	0	0	0	0	0	0	0	0	0	1
drawer_02s	7502	drawer	517	0	0	0	0	0	0	0	0	0	0	0	0	1
drawer_03s	7503	drawer	517	0	0	0	0	0	0	0	0	0	0	0	0	1
drawer_04s	7504	drawer	517	0	0	0	0	0	0	0	0	0	0	0	1	0
drawer_05s	7505	drawer	517	0	0	0	0	0	0	0	0	0	0	0	0	1
drawer_06s	7506	drawer	517	0	1	0	0	1	0	0	0	0	0	0	0	1
dress_01b	7527	dress	519	0	0	0	0	0	0	0	0	0	0	0	0	0
dress_02s	7528	dress	519	0	1	0	0	1	0	0	0	1	0	1	1	0
dress_03s	7529	dress	519	0	1	0	0	1	0	0	0	1	0	1	0	1
dress_04s	7530	dress	519	0	1	0	0	1	0	0	0	1	0	0	0	1
dress_05s	7531	dress	519	0	1	1	0	1	0	0	0	1	0	1	0	0
dress_06s	7532	dress	519	0	1	0	0	1	0	0	0	1	0	1	1	0
dresser_01b	7540	dresser	520	0	0	0	0	0	0	0	0	0	0	0	0	1
dresser_02s	7541	dresser	520	0	0	0	0	0	0	0	0	0	0	0	1	0
dresser_03n	7542	dresser	520	0	0	0	0	0	0	0	0	0	0	0	0	1
dresser_04s	7543	dresser	520	0	0	0	0	0	0	0	0	0	0	0	1	0
dresser_05n	7544	dresser	520	0	0	0	0	0	0	0	0	0	0	0	1	0
dresser_06n	7545	dresser	520	0	0	0	0	0	0	0	0	0	0	0	0	1
drill_01b	7559	drill	521	0	0	1	0	0	0	0	0	0	0	0	0	0
drill_02s	7560	drill	521	0	0	0	0	0	0	0	0	0	0	0	0	0
drill_03s	7561	drill	521	0	0	0	0	0	0	0	0	0	0	0	0	1
drill_04s	7562	drill	521	0	0	0	0	0	0	0	0	0	0	0	0	0
drill_05s	7563	drill	521	0	1	0	0	1	0	0	0	1	0	0	0	1
drill_06s	7564	drill	521	0	0	0	0	0	0	0	0	0	0	0	0	0
drum_01b	7588	drum	523	0	0	0	0	0	0	0	0	0	0	0	0	1
drum_02s	7589	drum	523	0	0	0	0	0	0	0	0	0	0	0	0	1
drum_03n	7590	drum	523	0	0	0	0	0	0	0	0	0	0	0	0	1
drum_04s	7591	drum	523	0	0	0	0	0	0	0	0	0	0	0	0	0
drum_05s	7592	drum	523	0	0	0	0	0	0	0	0	0	0	0	0	1
drum_06s	7593	drum	523	0	0	0	0	0	0	0	0	0	0	0	0	1
duster_01s	7764	duster	535	0	0	1	0	0	0	0	0	0	0	0	0	0
duster_02s	7765	duster	535	0	1	1	0	1	0	0	0	1	0	0	0	0
duster_03s	7766	duster	535	0	1	0	0	1	0	0	0	1	0	0	0	1
duster_04s	7767	duster	535	0	1	0	0	1	0	0	0	1	0	0	0	1
duster_05s	7768	duster	535	0	0	1	0	0	0	0	0	0	0	0	0	0
duster_06s	7769	duster	535	0	1	0	0	1	0	0	0	1	0	0	0	1
dustpan_01b	7776	dustpan	536	0	0	0	0	0	0	0	0	0	0	0	0	0
dustpan_02n	7777	dustpan	536	0	0	1	0	0	0	0	0	0	0	0	0	0
dustpan_03n	7778	dustpan	536	0	0	1	0	0	0	0	0	0	0	0	0	0
dustpan_04n	7779	dustpan	536	0	0	0	0	0	0	0	0	0	0	0	0	0
dustpan_05s	7780	dustpan	536	0	0	1	0	0	0	0	0	0	0	0	0	0
dustpan_06s	7781	dustpan	536	0	0	1	0	0	0	0	0	0	0	0	0	0
earring_01b	7848	earring	541	0	0	0	0	0	0	0	0	0	0	0	0	0
earring_02s	7849	earring	541	0	0	0	0	0	0	0	0	0	0	0	0	0
earring_03n	7850	earring	541	0	0	1	0	0	0	0	0	0	0	0	0	0
earring_04n	7851	earring	541	1	1	0	1	1	0	0	1	1	1	1	0	0
earring_05s	7852	earring	541	0	0	0	0	0	0	0	0	0	0	0	0	0
earring_06n	7853	earring	541	0	0	0	0	0	0	0	0	0	0	0	0	0
earwig_01b	7864	earwig	542	1	1	0	0	0	0	0	1	1	0	0	0	1
earwig_02s	7865	earwig	542	0	1	0	0	0	0	0	0	1	0	0	0	0
earwig_03s	7866	earwig	542	1	1	0	0	0	0	0	1	1	0	0	0	1
earwig_04s	7867	earwig	542	0	1	0	0	0	0	0	0	1	0	0	0	1
earwig_05s	7868	earwig	542	0	1	0	0	0	0	0	0	1	0	0	0	0
earwig_06n	7869	earwig	542	0	1	0	0	0	0	0	0	1	0	0	0	1
easel_01b	7878	easel	543	0	0	0	0	0	0	0	0	0	0	0	1	0
easel_02s	7879	easel	543	0	0	0	0	0	0	0	0	0	0	0	1	0
easel_03s	7880	easel	543	0	0	0	0	0	0	0	0	0	0	0	1	0
easel_04s	7881	easel	543	0	0	0	0	0	0	0	0	0	0	0	0	1
easel_05s	7882	easel	543	0	0	0	0	0	0	0	0	0	0	0	1	0
easel_06s	7883	easel	543	0	0	0	0	0	0	0	0	0	0	0	1	0
egg_01b	7935	egg	547	0	0	0	0	0	0	0	0	0	0	0	0	0
egg_02s	7936	egg	547	0	0	0	0	0	0	0	0	0	0	0	0	0
egg_03s	7937	egg	547	0	0	0	0	0	0	0	0	0	0	0	0	0
egg_04s	7938	egg	547	0	0	0	0	0	0	0	0	0	0	0	0	0
egg_05s	7939	egg	547	0	0	0	0	0	0	0	0	0	0	0	0	0
egg_06s	7940	egg	547	0	0	0	0	0	0	0	0	0	0	0	0	0
egg_roll_01b	7950	egg_roll	548	0	0	0	0	0	0	0	0	0	0	0	0	0
egg_roll_02s	7951	egg_roll	548	0	0	0	0	0	0	0	0	0	0	0	0	0
egg_roll_03n	7952	egg_roll	548	0	0	0	0	0	0	0	0	0	0	0	0	0
egg_roll_04s	7953	egg_roll	548	0	0	0	0	0	0	0	0	0	0	0	0	0
egg_roll_05s	7954	egg_roll	548	0	0	0	0	0	0	0	0	0	0	0	0	0
egg_roll_06s	7955	egg_roll	548	0	0	0	0	0	0	0	0	0	0	0	0	1
eggbeater_01b	7962	eggbeater	549	0	0	0	0	0	0	0	0	0	0	0	0	0
eggbeater_02s	7963	eggbeater	549	0	0	0	0	0	0	0	0	0	0	0	0	0
eggbeater_03s	7964	eggbeater	549	0	0	1	0	0	0	0	0	0	0	0	0	0
eggbeater_04s	7965	eggbeater	549	0	0	0	0	0	0	0	0	0	0	0	0	0
eggbeater_05s	7966	eggbeater	549	0	0	0	0	0	0	0	0	0	0	0	0	0
eggbeater_06s	7967	eggbeater	549	0	0	0	0	0	0	0	0	0	0	0	0	1
eggplant_01b	7991	eggplant	551	0	0	0	0	0	0	0	0	0	0	0	0	0
eggplant_02s	7992	eggplant	551	0	0	0	0	0	0	0	0	0	0	0	0	0
eggplant_03s	7993	eggplant	551	0	0	0	0	0	0	0	0	0	0	0	0	0
eggplant_04s	7994	eggplant	551	0	0	0	0	0	0	0	0	0	0	0	0	1
eggplant_05n	7995	eggplant	551	0	0	0	0	0	0	0	0	0	0	0	0	0
eggplant_06s	7996	eggplant	551	0	0	0	0	0	0	0	0	0	0	0	0	0
elbow_01b	8017	elbow	553	0	1	0	0	1	0	0	0	1	0	0	0	1
elbow_02s	8018	elbow	553	0	1	0	0	1	0	0	0	1	0	0	0	1
elbow_03s	8019	elbow	553	0	1	0	0	1	0	0	0	1	0	0	0	0
elbow_04s	8020	elbow	553	0	1	0	0	1	0	0	0	1	0	0	0	0
elbow_05s	8021	elbow	553	0	1	0	0	1	0	0	0	1	0	0	0	1
elbow_06s	8022	elbow	553	0	1	0	0	1	0	0	0	1	0	0	0	0
elephant_01b	8043	elephant	555	1	1	0	0	0	1	1	1	1	0	0	0	1
elephant_02n	8044	elephant	555	1	1	0	0	0	1	1	1	1	0	0	0	1
elephant_03n	8045	elephant	555	1	1	0	0	0	1	1	1	1	0	0	1	0
elephant_04n	8046	elephant	555	1	1	0	0	0	1	1	1	1	0	0	1	0
elephant_05n	8047	elephant	555	1	1	0	0	0	1	1	1	1	0	0	1	0
elephant_06n	8048	elephant	555	1	1	0	0	0	1	1	1	1	0	0	1	0
emerald_01b	8055	emerald	556	0	0	0	0	0	0	0	0	0	0	0	0	0
emerald_02s	8056	emerald	556	0	0	1	0	0	0	0	0	0	0	0	0	0
emerald_03s	8057	emerald	556	0	0	0	0	0	0	0	0	0	0	0	0	0
emerald_04s	8058	emerald	556	0	0	0	0	0	0	0	0	0	0	0	0	0
emerald_05n	8059	emerald	556	0	0	0	0	0	0	0	0	0	0	0	0	0
emerald_06s	8060	emerald	556	0	1	0	0	1	0	0	0	1	0	0	0	0
envelope_01b	8095	envelope	559	0	0	0	0	0	0	0	0	0	0	0	0	0
envelope_02s	8096	envelope	559	0	0	0	0	0	0	0	0	0	0	0	0	0
envelope_03s	8097	envelope	559	0	0	0	0	0	0	0	0	0	0	0	0	0
envelope_04s	8098	envelope	559	0	0	1	0	0	0	0	0	0	0	0	0	0
envelope_05s	8099	envelope	559	0	0	0	0	0	0	0	0	0	0	0	0	0
envelope_06s	8100	envelope	559	0	0	1	0	0	0	0	0	0	0	0	0	0
extinguisher_01b	8159	extinguisher	564	0	0	0	0	0	0	0	0	0	0	0	1	0
extinguisher_02s	8160	extinguisher	564	0	0	0	0	0	0	0	0	0	0	0	0	1
extinguisher_03s	8161	extinguisher	564	0	0	0	0	0	0	0	0	0	0	0	0	0
extinguisher_04s	8162	extinguisher	564	0	0	0	0	0	0	0	0	0	0	0	0	1
extinguisher_05s	8163	extinguisher	564	0	0	0	0	0	0	0	0	0	0	0	0	0
extinguisher_06s	8164	extinguisher	564	0	0	1	0	0	0	0	0	0	0	0	0	0
eyedropper_01b	8208	eyedropper	567	0	0	0	0	0	0	0	0	0	0	0	0	0
eyedropper_02s	8209	eyedropper	567	0	0	0	0	0	0	0	0	0	0	0	0	0
eyedropper_03s	8210	eyedropper	567	0	0	1	0	0	0	0	0	0	0	0	0	0
eyedropper_04s	8211	eyedropper	567	0	0	0	0	0	0	0	0	0	0	0	0	0
eyedropper_05s	8212	eyedropper	567	0	1	0	0	1	0	0	0	1	0	0	0	1
eyedropper_06s	8213	eyedropper	567	0	0	1	0	0	0	0	0	0	0	0	0	0
eyepiece_01s	8232	eyepiece	569	0	0	1	0	0	0	0	0	0	0	0	0	0
eyepiece_02s	8233	eyepiece	569	0	0	0	0	0	0	0	0	0	0	0	0	0
eyepiece_03s	8234	eyepiece	569	0	0	0	0	0	0	0	0	0	0	0	0	0
eyepiece_04s	8235	eyepiece	569	0	0	1	0	0	0	0	0	0	0	0	0	0
eyepiece_05s	8236	eyepiece	569	0	0	1	0	0	0	0	0	0	0	0	0	0
eyepiece_06s	8237	eyepiece	569	0	1	0	0	1	0	0	0	1	0	0	0	0
face_01b	8244	face	570	1	0	0	1	0	0	0	1	0	0	0	0	0
face_02s	8245	face	570	1	0	0	1	0	0	0	1	0	0	0	0	0
face_03s	8246	face	570	1	0	0	1	0	0	0	1	0	0	0	0	0
face_04s	8247	face	570	1	0	0	1	0	0	0	1	0	0	0	0	0
face_05s	8248	face	570	1	0	0	1	0	0	0	1	0	0	0	0	0
face_06s	8249	face	570	1	0	0	1	0	0	0	1	0	0	0	0	0
face_mask_01b	8256	face_mask	571	1	0	0	1	0	0	0	1	0	1	0	0	0
face_mask_02s	8257	face_mask	571	0	0	0	0	0	0	0	0	0	0	0	0	0
face_mask_03s	8258	face_mask	571	0	0	1	0	0	0	0	0	0	0	0	0	0
face_mask_04s	8259	face_mask	571	0	0	0	0	0	0	0	0	0	0	0	0	0
face_mask_05s	8260	face_mask	571	0	0	1	0	0	0	0	0	0	0	0	0	0
face_mask_06s	8261	face_mask	571	0	0	1	0	0	0	0	0	0	0	0	0	0
fence_01b	8322	fence	576	0	0	0	0	0	0	0	0	0	0	0	1	0
fence_02s	8323	fence	576	0	0	0	0	0	0	0	0	0	0	0	1	0
fence_03s	8324	fence	576	0	0	0	0	0	0	0	0	0	0	0	1	0
fence_04s	8325	fence	576	0	0	0	0	0	0	0	0	0	0	0	1	0
fence_05s	8326	fence	576	0	0	0	0	0	0	0	0	0	0	0	1	0
fence_06s	8327	fence	576	0	0	0	0	0	0	0	0	0	0	0	1	0
fern_01b	8360	fern	578	0	0	0	0	0	0	0	0	0	0	0	0	0
fern_02n	8361	fern	578	0	0	0	0	0	0	0	0	0	0	0	0	1
fern_03s	8362	fern	578	0	0	0	0	0	0	0	0	0	0	0	0	1
fern_04n	8363	fern	578	0	0	0	0	0	0	0	0	0	0	0	0	1
fern_05s	8364	fern	578	0	0	0	0	0	0	0	0	0	0	0	0	1
fern_06s	8365	fern	578	0	0	0	0	0	0	0	0	0	0	0	0	1
ferret_01b	8372	ferret	579	1	1	0	0	0	1	1	1	1	0	0	0	0
ferret_02s	8373	ferret	579	1	1	0	0	0	1	1	1	1	0	0	0	1
ferret_03s	8374	ferret	579	1	1	0	0	0	1	1	1	1	0	0	0	0
ferret_04s	8375	ferret	579	1	1	0	0	0	1	1	1	1	0	0	0	0
ferret_05s	8376	ferret	579	1	1	0	0	0	1	1	1	1	0	0	0	1
ferret_06n	8377	ferret	579	1	1	0	0	0	1	1	1	1	0	0	0	0
ferris_wheel_01b	8385	ferris_wheel	580	0	0	0	0	0	0	0	0	0	0	0	1	0
ferris_wheel_02s	8386	ferris_wheel	580	0	0	0	0	0	0	0	0	0	0	0	1	0
ferris_wheel_03s	8387	ferris_wheel	580	0	0	0	0	0	0	0	0	0	0	0	1	0
ferris_wheel_04s	8388	ferris_wheel	580	0	0	0	0	0	0	0	0	0	0	0	1	0
ferris_wheel_05s	8389	ferris_wheel	580	0	1	0	0	1	0	0	0	0	0	0	1	0
ferris_wheel_06s	8390	ferris_wheel	580	0	0	0	0	0	0	0	0	0	0	0	1	0
fig_01b	8419	fig	582	0	0	0	0	0	0	0	0	0	0	0	0	0
fig_02s	8420	fig	582	0	0	0	0	0	0	0	0	0	0	0	0	0
fig_03s	8421	fig	582	0	0	0	0	0	0	0	0	0	0	0	0	0
fig_04s	8422	fig	582	0	0	0	0	0	0	0	0	0	0	0	0	0
fig_05s	8423	fig	582	0	0	0	0	0	0	0	0	0	0	0	0	0
fig_06n	8424	fig	582	0	0	0	0	0	0	0	0	0	0	0	0	0
filing_cabinet_01b	8467	filing_cabinet	586	0	0	0	0	0	0	0	0	0	0	0	1	0
filing_cabinet_02s	8468	filing_cabinet	586	0	0	0	0	0	0	0	0	0	0	0	1	0
